customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
9988-['K' 'Y' 'X' 'R' 'X'];Female;1;Yes;No;27;Yes;No phone service;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);90,48;2436,12;No
5745-['E' 'N' 'T' 'I' 'W'];Male;0;Yes;No;8;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);75,13;611,46;Yes
9196-['G' 'F' 'M' 'F' 'H'];Male;0;No;No;4;Yes;No;DSL;No;No;No;No;No internet service;Yes;Two year;Yes;Electronic check;20,36;52,09;Yes
7008-['T' 'O' 'J' 'K' 'Y'];Male;0;No;No;21;Yes;No;DSL;No internet service;No;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic);34,4;708,76;No
4839-['U' 'J' 'O' 'S' 'Y'];Female;0;Yes;No;14;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);57,82;817,21;No
2698-['X' 'Z' 'Q' 'Q' 'S'];Female;0;No;No;35;Yes;No phone service;DSL;No;No;No;Yes;Yes;No internet service;Month-to-month;Yes;Electronic check;49,44;1728,2;No
1260-['C' 'O' 'U' 'D' 'Q'];Female;0;No;Yes;12;Yes;No;DSL;Yes;No;Yes;Yes;No internet service;Yes;One year;Yes;Mailed check;68,4;817,27;No
6701-['P' 'P' 'Y' 'G' 'M'];Female;0;Yes;No;65;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);39,01;2535,92;No
7015-['B' 'O' 'N' 'M' 'M'];Male;0;No;No;51;Yes;No;DSL;No;No;Yes;Yes;No;Yes;One year;Yes;Mailed check;90,29;4593,51;No
1303-['D' 'C' 'X' 'L' 'D'];Male;0;No;No;52;Yes;No phone service;Fiber optic;No internet service;Yes;No;Yes;No;Yes;Month-to-month;No;Mailed check;76,63;3985,58;No
1315-['R' 'T' 'L' 'O' 'E'];Female;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);89,7;1164,17;No
8033-['M' 'E' 'O' 'F' 'B'];Male;0;Yes;Yes;17;Yes;Yes;DSL;No;Yes;No internet service;No;No;No;One year;No;Bank transfer (automatic);46,42;803,88;No
9301-['Q' 'D' 'T' 'O' 'A'];Male;0;No;Yes;41;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);74,72;3048,84;No
3678-['R' 'O' 'V' 'O' 'Z'];Female;0;No;Yes;30;Yes;Yes;DSL;Yes;No;No internet service;Yes;No;No;Month-to-month;No;Bank transfer (automatic);40,45;1203,89;No
7586-['Y' 'I' 'M' 'P' 'I'];Male;0;Yes;No;46;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;110,3;5061,81;Yes
1587-['J' 'V' 'V' 'O' 'L'];Male;0;No;No;55;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;25,59;1406,79;Yes
5246-['S' 'H' 'M' 'Q' 'S'];Male;0;No;No;6;Yes;No;DSL;No;Yes;No;No;No;No internet service;Month-to-month;Yes;Electronic check;104,85;638,62;Yes
6332-['H' 'K' 'X' 'U' 'V'];Male;0;Yes;No;56;Yes;Yes;Fiber optic;No;No;No internet service;No;Yes;Yes;Month-to-month;Yes;Mailed check;62,14;3470,62;No
9707-['W' 'T' 'A' 'P' 'H'];Female;1;Yes;No;26;Yes;Yes;DSL;No internet service;Yes;Yes;No internet service;No;No;Month-to-month;Yes;Electronic check;90,71;2344,12;Yes
8209-['S' 'J' 'L' 'G' 'P'];Male;0;No;No;58;Yes;No;DSL;No;No;No;No;Yes;No internet service;Month-to-month;No;Bank transfer (automatic);100,5;5822,61;No
6677-['B' 'L' 'Q' 'T' 'D'];Female;0;Yes;No;6;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);112,32;677,73;Yes
6526-['W' 'A' 'Z' 'U' 'K'];Male;0;Yes;No;44;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;98,75;4362,54;No
3243-['E' 'K' 'K' 'Z' 'O'];Female;0;Yes;Yes;17;Yes;Yes;DSL;No;No;No;No;Yes;Yes;One year;No;Bank transfer (automatic);63,51;1080,6;No
7515-['Y' 'M' 'V' 'N' 'T'];Male;1;Yes;Yes;72;Yes;Yes;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;No;Electronic check;70,96;5099,08;Yes
4001-['C' 'Q' 'B' 'Q' 'I'];Male;0;Yes;Yes;41;Yes;No;Fiber optic;Yes;Yes;No;No internet service;Yes;No;Month-to-month;Yes;Mailed check;114,69;4709,71;No
2619-['T' 'E' 'G' 'O' 'K'];Male;0;No;No;26;Yes;No;DSL;Yes;No;No;No;Yes;No;One year;Yes;Electronic check;87,19;2253,89;No
5404-['S' 'W' 'N' 'G' 'Q'];Female;0;Yes;No;14;Yes;No;Fiber optic;No;No;No;No;No;No internet service;Month-to-month;Yes;Electronic check;26,35;360,68;No
4421-['O' 'O' 'Z' 'M' 'O'];Female;0;Yes;No;58;No;No phone service;DSL;No;No;No;No;No;No;One year;Yes;Bank transfer (automatic);62,32;3604,34;No
3753-['W' 'T' 'O' 'U' 'S'];Female;0;No;No;22;Yes;No;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);27,21;592,28;Yes
7463-['B' 'V' 'M' 'B' 'T'];Female;0;Yes;No;64;Yes;No;DSL;No;No;No;Yes;No;No;Two year;No;Mailed check;38,19;2429,95;No
1168-['H' 'T' 'I' 'C' 'G'];Male;1;No;No;9;Yes;Yes;Fiber optic;No;No;No internet service;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);65,54;593,47;No
3104-['B' 'P' 'L' 'B' 'X'];Male;0;No;No;25;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Two year;Yes;Bank transfer (automatic);25,55;650,82;No
9934-['K' 'P' 'H' 'A' 'W'];Female;1;No;Yes;36;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);48,42;1741,29;Yes
2719-['J' 'H' 'L' 'B' 'C'];Male;0;Yes;Yes;32;Yes;No;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;22,08;709,66;Yes
5829-['J' 'B' 'B' 'R' 'V'];Male;0;Yes;No;12;Yes;No;DSL;Yes;Yes;No internet service;No;No;No;Month-to-month;Yes;Credit card (automatic);96,02;1176,09;Yes
2416-['B' 'K' 'X' 'P' 'E'];Female;0;Yes;No;44;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;38,59;1697,62;No
4949-['L' 'U' 'K' 'R' 'J'];Female;0;No;No;62;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;No;Electronic check;39,19;2438,86;No
6013-['A' 'O' 'D' 'R' 'K'];Female;0;No;No;38;Yes;Yes;Fiber optic;Yes;No internet service;No;No;No internet service;No;Month-to-month;No;Mailed check;89,97;3432,84;No
3973-['X' 'S' 'Y' 'A' 'C'];Male;0;No;No;41;Yes;No;DSL;Yes;No;No;Yes;Yes;No;Month-to-month;No;Mailed check;56,28;2303,43;No
7116-['C' 'E' 'E' 'X' 'N'];Male;0;Yes;No;6;Yes;Yes;Fiber optic;No;No;Yes;No;No;No internet service;Month-to-month;No;Credit card (automatic);45,86;278;Yes
3029-['F' 'B' 'N' 'D' 'F'];Male;0;No;Yes;30;No;No phone service;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;No;Electronic check;107,37;3218,23;No
5350-['F' 'X' 'U' 'K' 'U'];Female;0;No;Yes;33;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);49,07;1613,73;Yes
3509-['N' 'J' 'M' 'F' 'H'];Female;1;Yes;Yes;68;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;67,05;4541,12;Yes
5887-['J' 'V' 'Z' 'I' 'S'];Female;0;No;No;43;Yes;No;Fiber optic;No;No;No;No;No;No internet service;Month-to-month;Yes;Bank transfer (automatic);30,64;1327,7;No
8478-['G' 'K' 'H' 'D' 'Y'];Female;0;Yes;No;23;Yes;Yes;DSL;No internet service;No internet service;No;Yes;No;No;Month-to-month;Yes;Mailed check;83,61;1920,04;No
1928-['S' 'J' 'T' 'A' 'Y'];Female;0;Yes;No;47;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);71,63;3353,95;No
2102-['E' 'B' 'M' 'L' 'U'];Female;0;No;No;24;Yes;Yes;Fiber optic;No;Yes;No;Yes;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);86,59;2075,2;No
9503-['A' 'E' 'M' 'K' 'E'];Male;0;No;No;14;Yes;Yes;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);47,49;687,94;No
5067-['S' 'E' 'C' 'S' 'Z'];Male;0;Yes;No;54;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);32,14;1735,56;No
1661-['R' 'G' 'H' 'C' 'N'];Male;0;Yes;No;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;97,31;6713,88;No
4013-['L' 'Z' 'U' 'M' 'X'];Male;0;Yes;No;31;Yes;Yes;DSL;No internet service;No;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);26,41;819,86;Yes
5052-['N' 'W' 'S' 'O' 'V'];Female;0;No;No;24;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;48,8;1185,17;Yes
5378-['X' 'L' 'C' 'T' 'Y'];Male;0;Yes;Yes;48;Yes;No;DSL;Yes;Yes;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic);22,12;1065,53;Yes
1424-['Z' 'F' 'H' 'R' 'N'];Male;0;Yes;Yes;15;Yes;No;DSL;No;No;Yes;Yes;No internet service;No;One year;Yes;Bank transfer (automatic);41,54;619,37;Yes
9512-['S' 'U' 'K' 'S' 'G'];Male;0;No;No;20;Yes;No phone service;Fiber optic;Yes;No;No internet service;No;No;No;One year;No;Electronic check;103,75;2087,8;No
8688-['J' 'J' 'X' 'D' 'W'];Female;0;Yes;No;13;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);39,55;507,02;Yes
2514-['N' 'L' 'S' 'F' 'O'];Male;0;Yes;No;8;Yes;No;Fiber optic;Yes;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);44,47;365,15;No
2208-['O' 'A' 'O' 'W' 'O'];Female;0;Yes;Yes;18;Yes;No phone service;DSL;Yes;No;No;No internet service;Yes;No internet service;Month-to-month;Yes;Credit card (automatic);99,67;1778,66;No
6134-['E' 'C' 'Q' 'R' 'Z'];Female;0;Yes;No;41;Yes;Yes;Fiber optic;No;No internet service;Yes;No;No;No;Month-to-month;No;Mailed check;75,09;3085,81;No
1062-['V' 'K' 'T' 'T' 'M'];Female;0;Yes;Yes;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;104,03;2597,17;Yes
9341-['X' 'D' 'S' 'H' 'I'];Female;1;Yes;No;31;Yes;No;Fiber optic;No;No;No internet service;Yes;No;No internet service;Two year;Yes;Mailed check;38,07;1183,07;No
5200-['F' 'J' 'K' 'C' 'T'];Female;0;No;Yes;62;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;39,38;2457,36;No
6299-['M' 'B' 'K' 'F' 'U'];Female;0;Yes;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;97,4;6520,84;Yes
5329-['T' 'N' 'A' 'I' 'K'];Female;0;Yes;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;75,45;1518,06;No
5746-['K' 'U' 'H' 'B' 'R'];Female;0;No;No;58;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;67,02;3881,33;No
4306-['Z' 'D' 'T' 'M' 'M'];Female;1;Yes;No;26;Yes;No;DSL;No;No;Yes;No;Yes;No;Two year;Yes;Mailed check;61,95;1624,62;No
6844-['J' 'C' 'F' 'P' 'C'];Female;0;Yes;Yes;15;Yes;No;DSL;No;Yes;No;No;No;No;One year;Yes;Electronic check;40,02;582,25;No
6188-['N' 'U' 'I' 'P' 'O'];Female;0;Yes;Yes;72;No;No phone service;DSL;No;No;No;No internet service;No;No internet service;Month-to-month;Yes;Credit card (automatic);65,83;4749,46;Yes
3226-['S' 'N' 'K' 'R' 'H'];Male;0;Yes;No;5;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;One year;Yes;Electronic check;88,79;437,6;Yes
9130-['K' 'P' 'B' 'Y' 'J'];Male;0;No;No;33;Yes;Yes;DSL;No;No internet service;No;Yes;Yes;No;Two year;No;Mailed check;52,6;1744,15;Yes
6175-['U' 'F' 'V' 'B' 'A'];Male;0;Yes;No;26;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Mailed check;28,64;760,57;Yes
4009-['R' 'S' 'E' 'Q' 'G'];Female;0;Yes;No;51;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;80,74;4108,4;No
5720-['J' 'J' 'L' 'W' 'M'];Female;0;No;No;52;No;No phone service;DSL;Yes;No internet service;No;Yes;Yes;No;Month-to-month;No;Credit card (automatic);40,96;2150,17;No
4776-['L' 'C' 'U' 'P' 'T'];Male;0;Yes;Yes;46;Yes;Yes;DSL;No;Yes;No;No;No internet service;Yes;Two year;Yes;Bank transfer (automatic);71,19;3286,38;No
7097-['V' 'E' 'O' 'I' 'U'];Male;1;Yes;No;30;Yes;No;DSL;No;No internet service;No;No;No;No;Month-to-month;No;Credit card (automatic);107,18;3212,17;No
7985-['Q' 'P' 'N' 'Z' 'R'];Female;0;Yes;No;66;Yes;No phone service;DSL;Yes;Yes;No;No;Yes;Yes;Two year;Yes;Electronic check;57,77;3814,07;No
5307-['L' 'P' 'I' 'H' 'R'];Male;1;No;No;13;Yes;No;DSL;Yes;No;Yes;Yes;Yes;No;Month-to-month;Yes;Mailed check;117,24;1518,46;Yes
5871-['K' 'Z' 'U' 'U' 'Y'];Male;0;Yes;Yes;40;Yes;No;DSL;No;No;No;No;No;Yes;One year;Yes;Electronic check;91,85;3657,29;No
8866-['A' 'C' 'Z' 'R' 'O'];Male;0;No;Yes;14;Yes;No;Fiber optic;No internet service;No internet service;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);68,5;956,99;No
8616-['H' 'J' 'D' 'T' 'Q'];Female;0;No;No;32;Yes;No;DSL;No;No;No;No;Yes;Yes;One year;No;Credit card (automatic);27,73;885,57;Yes
8909-['C' 'D' 'K' 'U' 'W'];Male;0;Yes;Yes;36;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);31,53;1110,34;Yes
3432-['A' 'K' 'L' 'F' 'O'];Male;0;No;Yes;17;Yes;No;Fiber optic;No internet service;Yes;No;No;No;No;Two year;Yes;Bank transfer (automatic);96,78;1640,33;Yes
7887-['U' 'B' 'O' 'O' 'E'];Female;0;Yes;No;1;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);76,43;78,62;Yes
3583-['S' 'S' 'W' 'C' 'W'];Male;0;No;No;22;Yes;No;DSL;No;Yes;No;No internet service;Yes;No;Month-to-month;No;Mailed check;77,35;1708,75;No
9248-['R' 'L' 'N' 'M' 'L'];Female;0;No;Yes;66;Yes;Yes;DSL;Yes;Yes;No internet service;No internet service;No internet service;No;Month-to-month;Yes;Credit card (automatic);83;5460,7;No
9415-['R' 'C' 'I' 'K' 'S'];Female;0;Yes;No;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;99,5;6848,9;Yes
7800-['W' 'J' 'J' 'D' 'S'];Female;0;Yes;No;47;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;21,61;1020,93;No
6724-['X' 'J' 'L' 'G' 'B'];Male;1;Yes;Yes;47;Yes;No;DSL;Yes;No;Yes;No;No internet service;No;Month-to-month;Yes;Mailed check;110,5;5192,12;No
8716-['S' 'B' 'S' 'T' 'C'];Female;0;Yes;No;55;Yes;No;DSL;No;No internet service;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);76,47;4179,84;No
1842-['H' 'H' 'V' 'N' 'K'];Female;0;No;No;67;Yes;Yes;DSL;No;Yes;No;No;No;Yes;One year;No;Bank transfer (automatic);116,28;7788,95;No
4197-['X' 'V' 'L' 'H' 'N'];Female;0;No;Yes;57;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);52,04;2962,83;Yes
9525-['C' 'C' 'X' 'A' 'S'];Male;0;Yes;No;57;Yes;Yes;DSL;No internet service;No;Yes;Yes;No;No;Month-to-month;No;Credit card (automatic);70,57;4029,43;Yes
8834-['M' 'Y' 'P' 'E' 'T'];Female;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);111,13;115,72;Yes
7301-['L' 'U' 'N' 'L' 'U'];Female;0;Yes;No;47;Yes;No;Fiber optic;No;No;No;No;No internet service;Yes;Two year;No;Mailed check;70,73;3317,16;No
1139-['T' 'L' 'L' 'L' 'N'];Female;0;No;No;33;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;One year;Yes;Electronic check;63,44;2102,02;Yes
1582-['C' 'F' 'C' 'A' 'P'];Male;0;No;No;19;Yes;No;Fiber optic;No;No internet service;No;No;Yes;No;Two year;No;Credit card (automatic);27;510,07;No
4417-['T' 'D' 'G' 'R' 'I'];Female;0;Yes;No;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;80,1;1199,95;No
9344-['V' 'M' 'E' 'R' 'V'];Male;0;No;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;23,08;513,07;No
9505-['E' 'J' 'A' 'S' 'E'];Female;0;No;No;3;Yes;No;Fiber optic;No;No;No;No internet service;No;No;One year;Yes;Electronic check;87,56;255,4;No
5792-['V' 'F' 'P' 'C' 'Y'];Male;0;No;No;8;Yes;Yes;Fiber optic;Yes;No internet service;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);113,36;894,42;Yes
6527-['K' 'V' 'H' 'R' 'G'];Female;0;Yes;No;43;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);21,26;908,75;Yes
8069-['V' 'L' 'D' 'R' 'E'];Male;0;No;Yes;20;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;108,11;2169,44;Yes
5233-['P' 'T' 'T' 'K' 'I'];Male;0;Yes;No;3;Yes;Yes;DSL;No;No;No;Yes;Yes;No;One year;Yes;Bank transfer (automatic);40,6;123,86;Yes
7173-['F' 'Q' 'A' 'F' 'B'];Male;0;No;No;14;Yes;No phone service;Fiber optic;No;No;Yes;Yes;No;Yes;One year;No;Mailed check;45,91;642,2;No
9778-['E' 'Y' 'M' 'B' 'Z'];Male;0;No;No;45;Yes;Yes;DSL;No;Yes;No;Yes;No;No;One year;No;Credit card (automatic);35,45;1611,98;No
8719-['M' 'J' 'W' 'I' 'T'];Male;0;Yes;Yes;43;Yes;Yes;DSL;No;No;No;No;No internet service;No;Month-to-month;No;Mailed check;101,87;4379,67;Yes
8644-['G' 'N' 'O' 'W' 'Y'];Male;0;No;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;83,06;5569,26;No
3057-['N' 'G' 'B' 'O' 'W'];Male;1;No;No;19;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;29,28;560,43;No
3556-['S' 'K' 'M' 'H' 'U'];Male;0;Yes;Yes;27;Yes;No;DSL;No;No;No;No;No;No internet service;Month-to-month;Yes;Electronic check;89,89;2430,67;Yes
8226-['V' 'E' 'Q' 'S' 'A'];Female;0;No;Yes;17;No;No phone service;Fiber optic;No;Yes;No;No;No internet service;No;Two year;Yes;Bank transfer (automatic);32,95;578,58;No
5702-['T' 'U' 'U' 'F' 'O'];Female;0;No;No;23;Yes;No;DSL;Yes;Yes;No internet service;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);90,04;2064,18;No
1401-['C' 'D' 'L' 'G' 'V'];Female;0;Yes;No;33;Yes;Yes;DSL;No internet service;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;56,94;1890,24;Yes
2609-['F' 'U' 'H' 'D' 'F'];Male;0;No;No;70;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;47,86;3351,12;Yes
8342-['N' 'S' 'X' 'U' 'D'];Male;0;No;No;5;Yes;No;Fiber optic;Yes;Yes;No;No internet service;Yes;Yes;Month-to-month;No;Bank transfer (automatic);52,35;271,66;Yes
3611-['N' 'H' 'K' 'T' 'S'];Female;0;No;No;41;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;24,28;988,37;No
7814-['Q' 'P' 'Q' 'Z' 'O'];Female;0;Yes;Yes;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);86,53;4339,43;No
2530-['X' 'L' 'T' 'N' 'G'];Female;0;Yes;Yes;6;Yes;Yes;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;80,01;484,45;Yes
7054-['P' 'N' 'L' 'B' 'G'];Female;0;Yes;No;1;Yes;No phone service;DSL;No internet service;Yes;No;No internet service;No;No internet service;Month-to-month;Yes;Mailed check;59,63;68,75;No
8780-['J' 'I' 'T' 'P' 'A'];Male;0;No;Yes;18;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;102,98;1842,48;No
9379-['S' 'M' 'X' 'P' 'I'];Male;1;Yes;No;32;Yes;Yes;DSL;No;No;No;No;No;Yes;Month-to-month;No;Credit card (automatic);91,42;2920,8;No
7847-['P' 'R' 'G' 'S' 'H'];Female;0;Yes;No;37;Yes;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;114,15;4240,49;Yes
7008-['X' 'O' 'F' 'M' 'S'];Female;0;No;No;12;Yes;Yes;Fiber optic;No internet service;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);91,25;1091,32;No
6073-['W' 'T' 'W' 'P' 'E'];Male;0;Yes;No;21;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;32,79;677,3;Yes
8168-['M' 'A' 'Y' 'P' 'F'];Male;0;No;No;29;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;25,57;722,35;Yes
8373-['U' 'Y' 'X' 'U' 'L'];Male;0;Yes;No;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);73,18;4165,87;No
1213-['M' 'D' 'X' 'W' 'F'];Female;0;Yes;Yes;17;Yes;No;DSL;No;No;No;No;No;No;One year;No;Credit card (automatic);89,57;1529,03;No
4784-['L' 'R' 'S' 'L' 'O'];Female;1;Yes;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;58,54;1570,36;Yes
7355-['P' 'B' 'Y' 'O' 'G'];Female;0;No;Yes;32;Yes;No;DSL;No;Yes;No internet service;No;No;No;Month-to-month;No;Credit card (automatic);81,9;2613,62;No
3291-['R' 'J' 'F' 'B' 'S'];Female;1;No;No;12;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;47,87;566,09;No
7435-['M' 'V' 'G' 'C' 'P'];Female;0;Yes;Yes;22;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;One year;No;Credit card (automatic);82,08;1806,6;No
2167-['T' 'K' 'F' 'X' 'B'];Male;0;Yes;No;3;No;No phone service;DSL;No internet service;Yes;No internet service;No;Yes;Yes;One year;Yes;Bank transfer (automatic);26,33;85,09;No
